Champ1WR,Champ2WR,Champ3WR,Champ4WR,Champ5WR,Champ6WR,Champ7WR,Champ8WR,Champ9WR,Champ10WR,PlayerChamp1WR,PlayerChamp2WR,PlayerChamp3WR,PlayerChamp4WR,PlayerChamp5WR,PlayerChamp6WR,PlayerChamp7WR,PlayerChamp8WR,PlayerChamp9WR,PlayerChamp10WR,Player1ChampTimes,Player2ChampTimes,Player3ChampTimes,Player4ChampTimes,Player5ChampTimes,Player6ChampTimes,Player7ChampTimes,Player8ChampTimes,Player9ChampTimes,Player10ChampTimes,Player1Ranking,Player2Ranking,Player3Ranking,Player4Ranking,Player5Ranking,Player6Ranking,Player7Ranking,Player8Ranking,Player9Ranking,Player10Ranking,Winner
0.49954382196352887,0.5162943788250218,0.5073391042529168,0.5362998509470317,0.5281616688396349,0.5014021967749475,0.49917877447883763,0.5125462772521596,0.4828646748681898,0.48852304121434953,0.3333333333333333,0.6017699115044248,0.5969387755102041,0.5804878048780487,0.5714285714285714,0.6666666666666666,0.5555555555555556,0.6047904191616766,0.5,0.4666666666666667,6,226,392,205,245,51,9,167,20,45,41,35,35,35,35,41,35,35,35,35,Team1
0.5043414745491897,0.5102106276061157,0.5291529391364661,0.5341714066371218,0.49760751799749975,0.5014021967749475,0.4898552943878723,0.4824372207672161,0.46402877697841727,0.5043751709051135,0.4230769230769231,0.875,0.6907216494845361,0.5,0.5,0.6666666666666666,0.5405405405405406,0.47619047619047616,1.0,1.0,26,24,194,6,14,51,37,21,1,2,41,41,41,41,35,41,41,41,35,41,Team2
0.48255813953488375,0.5184574705538958,0.4892240800880324,0.5043414745491897,0.4870725604670559,0.49760751799749975,0.4245967741935484,0.5121907033620676,0.5135636652823187,0.5216910748825643,0.6842105263157895,0.5789473684210527,0.5555555555555556,0.5773195876288659,0.5555555555555556,0.0,0.5454545454545454,0.4666666666666667,0.0,0.6511627906976745,19,38,18,97,9,1,11,15,2,86,41,41,41,41,41,35,41,35,35,41,Team1
0.4727177334732424,0.5146080999395527,0.5036855036855037,0.49760751799749975,0.5174750535064069,0.48852304121434953,0.500455464462663,0.5291529391364661,0.5121907033620676,0.4898552943878723,0.5823754789272031,0.6666666666666666,0.2,0.5454545454545454,0.5783783783783784,0.5517241379310345,0.6666666666666666,0.6907216494845361,0.625,0.2,261,9,5,99,185,29,12,194,8,10,35,41,35,35,35,41,41,41,41,41,Team2
0.5087820677799846,0.5017876910157393,0.5156629402572425,0.5036855036855037,0.4836254204283944,0.48852304121434953,0.5038176231416245,0.5114101426433387,0.5014021967749475,0.4892240800880324,0.49382716049382713,0.5490196078431373,0.588957055214724,0.5805084745762712,0.5,0.6666666666666666,0.6078431372549019,0.5588235294117647,0.6666666666666666,0.7241379310344828,81,102,163,236,22,30,51,34,51,29,35,35,41,41,41,41,41,35,41,35,Team2
0.4828646748681898,0.4901552315032592,0.45876212878565126,0.5043414745491897,0.49760751799749975,0.5114101426433387,0.48852304121434953,0.5014021967749475,0.5146080999395527,0.4892240800880324,0.6,0.59375,0.5789473684210527,0.5,0.4864864864864865,0.3333333333333333,0.55,0.6666666666666666,0.43902439024390244,0.7241379310344828,10,32,57,16,37,3,20,51,41,29,35,35,41,41,41,41,41,41,35,35,Team1
0.4898552943878723,0.5087820677799846,0.5003447879554074,0.49734615586736036,0.5014021967749475,0.5043414745491897,0.4824372207672161,0.5174750535064069,0.5038176231416245,0.49917877447883763,0.5217391304347826,0.55,0.42857142857142855,0.5891891891891892,0.6666666666666666,0.6212121212121212,0.72,0.4,0.5357142857142857,0.9090909090909091,23,20,14,370,51,132,100,15,140,11,35,35,41,41,41,41,41,35,41,35,Team1
0.5038176231416245,0.4892240800880324,0.47166512120810705,0.5452039691289967,0.5012205044751831,0.4727177334732424,0.5014021967749475,0.4650622406639004,0.5135636652823187,0.49760751799749975,0.5357142857142857,0.7241379310344828,0.5454545454545454,0.8333333333333334,0.6,0.5,0.6666666666666666,0.0,0.0,0.6120689655172413,140,29,55,6,5,22,51,5,1,116,41,35,41,41,35,29,41,35,35,35,Team1
0.5297376529360734,0.5174750535064069,0.5036855036855037,0.5362998509470317,0.48852304121434953,0.5114101426433387,0.5014021967749475,0.5073391042529168,0.4892240800880324,0.4836254204283944,0.5454545454545454,0.0,0.5483870967741935,0.6483516483516484,0.46875,0.3333333333333333,0.6666666666666666,0.5310734463276836,0.6666666666666666,0.6046511627906976,33,1,31,182,32,3,51,177,30,43,41,35,35,35,41,41,41,35,35,41,Team2
0.5043751709051135,0.5362998509470317,0.49760751799749975,0.48852304121434953,0.5174750535064069,0.4983111691278453,0.4836254204283944,0.4898552943878723,0.4936981465136805,0.5043414745491897,0.6666666666666666,0.5514018691588785,0.7777777777777778,0.42990654205607476,0.6226415094339622,0.49056603773584906,0.5405405405405406,0.5370370370370371,0.5714285714285714,0.6031746031746031,30,428,9,107,53,53,37,54,14,126,35,35,35,35,41,29,35,41,35,41,Team1
